X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
71.44225505,33.98920188,6332446185,node,13,,clinic,,,,,68048877,,,,cbcbde5407854ea19855acde496379b3,,Mo-Su 09:00-21:00,,,,,1,,3/12/2019 5:49,Agha Khan laboratory collection Point,,adrmalik,,,,,,
73.05583855,33.5329526,7248868035,node,10,,dentist,,,,,81567220,,,,6599bc991bd4440b8863e9152b83a788,,,,,,,1,,2/28/2020 0:03,The Dental Hub,,saranotsarah,,,,,,
,,233729803,way,13,,hospital,,,,,17369648,,,,304ed89992fc45eb95a0dbcd9e81e5a7,,,,,,,1,yes,8/16/2013 11:24,Elahi Baksh,,girgit,,,,,,
68.37768398,25.38985923,5253907817,node,13,,hospital,,,,,54176097,,,,6427b90ffdbd4c7f9f390f5851e9c6b9,,,,,,,1,,11/29/2017 12:23,Al Muslim Marwar Charitable Hospital,,Syed Zeeshan Ahmed90,,,,,hospital,
74.70705344,36.7504732,4035914466,node,10,,doctors,,,,,37559431,,,,79159be792f6465c8e12384a85fa0bc4,,,,,,,1,,3/2/2016 5:18,Dispencary,,Sebarga Shozodalaisov,,,,,,
68.53586708,25.11728963,4883541269,node,10,,clinic,,,,,49072320,,,,d03e1fc5e0344f8687bbb6a13ba88874,,,,,,,1,,5/29/2017 12:38,Bismillah Clinic & Maternity Home,,Imran999,,,,,,
67.05006637,24.81469697,5130890314,node,10,,clinic,,,,,54931904,,,,9d83d04f3e8d42929ab67f99573544ab,,,,,,,4,,12/26/2017 15:18,Dr. Mughals Health Centre,,Splasher,,,,,,
74.08429966,32.56953463,3151336316,node,10,,hospital,,,,,26347158,,,,1380c01b4bed43869d40458c181d9e48,,,,,,,1,,10/26/2014 18:34,Zoha Clinic,,golden boy,,,,,,
67.09221544,24.92252119,4496336860,node,10,,hospital,,,,,52383608,,,,0639fcbbab004ee39128f97d2b3483a6,,,,,,,3,,9/26/2017 12:28,Akhtar Eye Hospital,,IK003,,,,,,
74.33008003,31.54073095,4107300389,node,10,,clinic,,,,,38401105,,,,9301c2a0bbca43038be7a0d9a4aba83b,,,,,,,1,,4/8/2016 9:21,Advanced Medical Centre,,Rizwan Mir,,,,,,
74.72377433,36.27779035,4029535476,node,6,,hospital,,,,,37477738,,,,81ad53512c75485b8c9a04231b6cdd62,,,,,,,1,,2/27/2016 9:40,,,Sebarga Shozodalaisov,,,,,,
,,396871427,way,10,,hospital,,,,,37098845,,,,ed0f878826aa432cb345862c231f6e03,,,,,,,1,,2/9/2016 11:09,Family Planning Hospital,,Sebarga Shozodalaisov,,,,,,
67.03077693,24.91252929,5079542900,node,10,,hospital,,,,,54933512,,,,01a3c290954d436394709ce3964530c7,,,,,,,5,,12/26/2017 16:12,Doctors Plaza,,Splasher,,,,,,
,,404377564,way,10,,clinic,,,,,38382061,,,,06abbf67a21d45efbba59a7397118f53,,,,,,,2,,4/7/2016 14:23,Private Health Clinic,,Sulton,,,,,,
,,400192037,way,6,,doctors,,,,,37459808,,,,de2e5e2d9ffb45b4bcaa1c9d0c8b53dc,,,,,,,1,,2/26/2016 13:36,,,Sebarga Shozodalaisov,,,,,,
67.10353243,24.93650799,5137256172,node,10,,clinic,,,,,55318218,,,,abd4affbf6e2402e8a5710491d565743,,,,,,,2,,1/10/2018 10:26,Fahad Poly Clinic,,Syed Zeeshan Ahmed90,,,,,,
71.92334628,30.29698879,4756003625,node,10,,clinic,,,,,47171603,,,,2a0a2fe41efc4589b437963c32901904,,,,,,,1,,3/26/2017 10:21,Clinix +,,Mahmood Khan,,,,,,
67.00836179,24.85845604,5132720049,node,10,,hospital,,,,,68904733,,,,8efd4777709d4800ba99b8538d288ed8,,,,,,,4,,4/5/2019 2:20,Lady Dufferin Hospital,,RLakhani,,,,,,
74.30503222,31.48688728,4916641139,node,10,,clinic,,,,,49556177,,,,f3e08470e146421495a0bb07edfec8b1,,,,,,,1,,6/15/2017 10:59,Kalim Medical Center,,Imran999,,,,,,
,,500555266,way,6,,hospital,,,,,49545909,,,,f8f49b9a7c9b4efabb99fb0314fe7c6d,,,,,,,1,,6/15/2017 2:34,,,dcguj,,,,,,
,,236166896,way,10,,hospital,,,,,20246571,,,,4edd8d90dff84888b67c10c59d080ae8,,,,,,,2,,1/28/2014 13:03,Hearts International,,Mateen Bhatti,,,,,,
73.90641874,33.75399822,4419225091,node,10,,hospital,,,,,42450817,,,,06ab6d192c4a4d9bb6a52996dffce7d0,,,,,,,1,,9/26/2016 16:59,ہود,,Imran Rashid,,,,,,
71.18487102,30.07638137,4395678733,node,6,,hospital,,,,,42071641,,,,c2797d68428345fa86f6b56c43a22486,,,,,,,1,,9/11/2016 6:18,,,sunny00000000,,,,,,
69.11032333,25.15419926,5481213813,node,10,,clinic,,,,,57223700,,,,f9d28dde425146c987f747752850173a,,,,,,,1,,3/15/2018 20:28,Dr. B. Santosh Malhi,,ah511,,,,,,
67.00569903,30.20351112,6126907470,node,13,,hospital,,,,,65322725,,,,229e7356ce204042876d402ed79d2452,,,,,,,1,,12/9/2018 18:58,Heart & General Hospital,,sheraz1248,,,,,hospital,
71.68250579,29.39147712,4923902180,node,10,,pharmacy,,,,,49660956,,,,c4cd9cf2f228403dbb51fd2b1d7d2a60,,,,,,,1,,6/19/2017 8:57,Asif Medical Store,,Imran999,,,,,,
74.31261935,31.56100292,4963317421,node,10,,hospital,,,,,54202436,,,,0fdb8fba27d94e5483973173c9ea1cc8,,,,,,,3,,11/30/2017 11:32,Family Hospital,,SAFB13,,,,,,
74.36266794,31.55166012,4945573324,node,10,,pharmacy,,,,,49964291,,,,d5cb6ff129a94df4bc5f40527dadac39,,,,,,,1,,7/1/2017 12:48,Rehmat Homeopathic Pharmacy,,Muhammad Bilal Rana,,,,,,
73.04108908,32.59005102,3670752047,node,10,,hospital,,,,,32939923,,,,dbda2b1b9a1f4c39a47b487d03261917,,,,,,,1,,7/28/2015 18:52,Tehsil Headquarter Hospital,,dcguj,,,,,,
,,681771652,way,13,,hospital,,,,,68905640,,,,4e0cb88c59a3484c8bcaef38cca10dc4,,,,,,,1,,4/5/2019 3:17,Spencer Eye Hospital,,RLakhani,,,,,hospital,
74.38542984,31.51810392,5259958811,node,17,,hospital,,,,,54270037,,,,cb3cb8ba479b4358a9b5716791b32334,,,,,,,1,yes,12/2/2017 13:51,PAF Hospital,,SAFB13,,,,,hospital,
72.36626465,34.76714593,4460592738,node,10,,hospital,,,,,50277499,,,,4d078986ac8342b49ce29918c7cd5df0,,,,,,,2,,7/14/2017 9:03,Muhammad Khan Phycatory Hospital,,Arif Khan11,,,,,,
67.02180628,24.91327495,5133026865,node,10,,pharmacy,,,,,52413036,,,,6a4ad77a45d24b1f86b3a25d45fd28b2,,,,,,,1,,9/27/2017 12:55,Malik Medical Center,,Syed Zeeshan Ahmed90,,,,,,
74.37049756,32.7005152,4888511926,node,10,,pharmacy,,,,,49147557,,,,6fdb314191d6433e85ab3abce713708b,,,,,,,1,,5/31/2017 21:26,Rana Medical Store Tanda,,NicolesJo,,,,,,
71.54379619,32.57978302,4327680663,node,10,,hospital,,,,,41122622,,,,72f011c313a442da80b33f8f9a32c444,,,,,,,1,,7/30/2016 7:15,DHQ Emergency Care,,sunny00000000,,,,,,
67.0704406,24.81354824,5130498587,node,10,,clinic,,,,,54931904,,,,7546527156a34a748be7f6be114180c2,,,,,,,4,,12/26/2017 15:18,Dar Al Shifa Medical & Dental Center,,Splasher,,,,,,
74.31196548,31.53051115,4584231892,node,10,,pharmacy,,,,,44829064,,,,fdee9226cd824679b47dcb45c6574469,,,,,,,1,,1/1/2017 19:33,Medic Pharmacy,,Zaibi786,,,,,,
74.39469025,31.48559228,271284373,node,6,,clinic,,,,,7483891,,,,7a29d3807c374319ad3e650402c1c968,,,,,,,2,,3/7/2011 12:50,,,Pmz,,,,,,
67.08239906,24.87352913,5132712719,node,10,,hospital,,,,,52408739,,,,e9248f018dfa4957913b0f3db42cedc4,,,,,,,1,,9/27/2017 9:37,Kchs Medical centre,,Syed Zeeshan Ahmed90,,,,,,
67.01218645,24.85743102,4791991084,node,10,,pharmacy,,,,,47749545,,,,76deac3fd59844b4b7fa73708ef19e66,,,,,,,1,,4/13/2017 17:01,Kausar Medicos,,Imran999,,,,,,
74.54176415,32.48873946,5525799022,node,10,,clinic,,,,,57777786,,,,480a6afedc6341f7ab4995113d6e3460,,,,,,,1,,4/3/2018 16:30,Dr Sadia Saboor Clinic,,Muhammad Sagheer,,,,,,
74.07545013,32.59285937,5538342621,node,13,,doctors,,,,,57918580,,,,fd4546bc26594ddba5731676615abdb6,,Sa 09:00-18:00; Mo-Fr 09:00-18:00,,,,,1,,4/8/2018 17:28,Dr. Bilal Dar,,Stallion62,,,,,,
67.07393828,24.87219054,4773397457,node,10,,hospital,,,,,47420822,,,,d31f308e3a204b7aa6617c10173ed2c9,,,,,,,1,,4/3/2017 18:16,Samad Clinic Shaheed-e-Millat Rd karachi,,Imran999,,,,,,
68.10615415,26.30027004,5253616366,node,13,,hospital,,,,,54170330,,,,0f95bf236a3f4a8681e57dfe50693ff4,,,,,,,1,,11/29/2017 8:31,Civil Hospital Qazi Ahmed,,Ijlal110,,,,,hospital,
72.9644691,33.64546632,6178544585,node,10,,pharmacy,,,,,69846155,,,,8775f6ab29a84442b82e503f25960e01,,,,,,,3,,5/3/2019 14:22,Anwar Capital Hospital Pharmacy,,freebeer,,,,,,
67.02254414,24.8166741,4761891271,node,10,,dentist,,,,,54458296,,,,e045c9171e8b4befb0d0c5fc12904f25,,,,,,,2,,12/8/2017 13:02,North Carolina Dental Rahman And Rahman,,Owais Akhlaq,,,,,,
67.09069672,24.92496552,5128640416,node,10,,clinic,,,,,52357916,,,,32760b3fd06741608d97175096579675,,,,,,,1,,9/25/2017 14:46,Afroz Medical Centre,,Syed Zeeshan Ahmed90,,,,,,
67.03525965,24.86867207,5143101207,node,10,,pharmacy,,,,,52563761,,,,a531d7373c4345d29f15d3cc98526dbb,,,,,,,1,,10/2/2017 12:54,Shaukat Medical Store,,Arshan Arshan,,,,,,
,,396871425,way,10,,hospital,,,,,37098845,,,,b342f1274f714b18b5328c5652788054,,,,,,,1,,2/9/2016 11:09,Family Planning Hospital,,Sebarga Shozodalaisov,,,,,,
71.21235445,30.96313727,4327412591,node,10,,pharmacy,,,,,41119217,,,,b3fd334f92c14b0daafc05eaebedf131,,,,,,,1,,7/29/2016 22:00,Saif Medical Store سیف,,Abu zain,,,,,,
,,286065660,way,10,,hospital,,,,,22713141,,,,544bc5c57fb343979f911cb6a91751e5,,,,,,,2,,6/3/2014 11:52,Health Centre Devi,,rajaishrat,,,,,,
73.09969627,31.40754184,2912530959,node,13,,pharmacy,,,,,54206141,,,,cafbf1f970504c3fa285cac8a26889c0,,,,,,,4,,11/30/2017 14:21,Care Pharmacy,,Syed Zeeshan Ahmed90,,,,,pharmacy,
71.48859498,30.17613893,1921953224,node,10,,hospital,,,,,14440745,,,,74fc9bcc0958465a874566016f85979c,,,,,,,2,,12/28/2012 16:28,Govt Mother child Care,,user_5359,,,,,,
67.09568915,24.91895855,4810084312,node,10,,hospital,,,,,52383608,,,,9562791bdd8542e4a79f577becb46836,,,,,,,2,,9/26/2017 12:28,Agha Khan Laboratory,,IK003,,,,,,
67.06590263,24.88323638,5146895229,node,10,,pharmacy,,,,,52617938,,,,c326ff2e15c6459487c733a485e03d5c,,,,,,,1,,10/4/2017 8:25,Town Mart Pharmacy,,Hashaam,,,,,,
68.33271297,25.37718537,5251853742,node,13,,hospital,,,,,54145535,,,,042314eb2af74ee49d80f3ac98f149d4,,,,,,,1,,11/28/2017 11:04,CPSP REGIONAL CENTRE,,Syed Zeeshan Ahmed90,,,,,hospital,
67.03141588,24.81670033,4724110185,node,10,,hospital,,,,,54932278,,,,c1daca42639b4b3696b168a4e0953a4e,,,,,,,3,,12/26/2017 15:21,Parklane Hospital,,Splasher,,,,,,
67.01594993,24.94263315,5130272621,node,10,,clinic,,,,,52765358,,,,b2728c481d724433aeed7330ad4e69c6,,,,,,,2,,10/9/2017 16:44,Ali Clinic,,Arshan Arshan,,,,,,
74.29811044,31.57109088,5259747067,node,13,,hospital,,,,,54266729,,,,09023b1c64c74d63bb603f6cb39c8b10,,,,,,,1,,12/2/2017 11:28,Muhammadi Hospital,,SAFB13,,,,,hospital,
69.01364805,25.52552109,5338152496,node,10,,pharmacy,,,,,55578075,,,,41632eaa582c4aa5807da652bad9e8a5,,,,,,,2,,1/19/2018 13:16,Al Shahbaz,,mueschel,,,,,,
74.07500069,32.5775816,3151330068,node,10,,hospital,,,,,26347034,,,,d4990e2603214203ab5b8e5e715f89ba,,,,,,,1,,10/26/2014 18:29,Ali Children,,golden boy,,,,,,
67.14191929,24.88014246,5130353812,node,10,,hospital,,,,,54933773,,,,e7fe7d38c182440baaef5ce4c439f75a,,,,,,,3,,12/26/2017 16:23,"Al-Khidmat Hospital, Shahfaisal",,Splasher,,,,,,
67.13385699,24.94872872,5067052807,node,13,,hospital,,Sachal Goth,,,51550810,,,,6752ab612d654aeb9fd18a21c6e433d3,,,,,,,1,,8/29/2017 17:06,Khan Medical Complex,,Splasher,,,,,,
67.19748879,24.89117229,4767542676,node,10,,clinic,,,,,47328849,,,,0426a5b5d0c74db7ac662ec5d025cb01,,,,,,,1,,3/31/2017 15:07,Shahid Clinic,,Imran999,,,,,,
73.12948647,33.59570103,2668920470,node,10,,pharmacy,,,,,20657769,,,,6eb3a5ac0e7f48318abb9daf3df5233e,,,,,,,2,,2/19/2014 14:59,Al-Shifa Pharmacy,,Ismail Khan,,,,,,
67.18059465,24.88311728,4737685500,node,10,,hospital,,,,,53742445,,,,49331d5d5ddf4fc9acdc79553a22df75,,,,,,,3,,11/13/2017 14:44,Aga Khan University Hospital Medical Centre Malir,,Syed Zeeshan Ahmed90,,,,,,
74.34086854,31.48289842,4920146648,node,10,,pharmacy,,,,,49608732,,,,db445a53587444d2abe343d7fe3c206d,,,,,,,1,,6/17/2017 7:49,AAA Pharmacy,,Imran999,,,,,,
74.38979086,31.56590868,4724744993,node,17,,pharmacy,,,Faisal Latif whealchair maker,,46691486,,,,bc0e7014c28a4fcbbfdfb7a59606f2e4,,24/7,,,,,2,,3/8/2017 20:38,wheelchair maker,,Faisal Lattif,,,,,,
67.02838482,24.86623143,5133026912,node,10,,hospital,,,,,52413036,,,,a0d96844c0144eac9824e9b68daa9f02,,,,,,,1,,9/27/2017 12:55,NMI Hospital,,Syed Zeeshan Ahmed90,,,,,,
67.02927925,24.86384116,5128445357,node,10,,hospital,,,,,52355447,,,,ed9fe23995c84a30898d8cf64f0c34b0,,,,,,,1,,9/25/2017 13:03,St. John Ambulance Association of Pakistan,,SAFB13,,,,,,
67.11080709,24.91798574,6305478232,node,13,,hospital,,,,,73213948,,,,a4cbe8779eda47c3801008059a5eabe1,,,,,,,2,,8/10/2019 6:33,Fatma Hospital,,TAIMOOR IQBAL,,,,,hospital,
72.67200379,30.16068412,4739354424,node,17,,pharmacy,,,Munawar Ramay,,46920446,,,,26bc512b7dc346348e15bd137715f914,,Mo-Su 09:00-23:00,,,,,1,,3/17/2017 8:20,Ramay Medical Store,,Qasim Ch,,,,,,
71.21150469,30.9655718,4294645195,node,10,,pharmacy,,,,,40631490,,,,3878fd9fb5eb4fbfba46754a1074c479,,,,,,,1,,7/10/2016 14:32,Madina Medical Store,,sunny00000000,,,,,,
67.03423622,24.92840219,4738135538,node,10,,clinic,,,,,54933207,,,,af222920a1324d20a95dc5b439c2801c,,,,,,,7,,12/26/2017 16:00,Lab Test Clinical Laboratory,,Splasher,,,,,,
67.07508057,24.84889095,7227130280,node,13,,hospital,,,,,81432557,,,,0ac7147ddaec4964aff408365b032fc1,,,,,,,2,,2/25/2020 3:59,Al-Shifa Welfate Medical Centre,,m ahmed,,,,,hospital,
,,383558408,way,13,,hospital,,,PAEC,,35658138,,,,217c07c95f724fa19f001c2b3afffc53,,,,,,,1,,11/30/2015 1:54,Larkana Institute of Nuclear Medicine and Radiotherapy,,dcguj,,,,,,
73.15191284,32.37355836,5507599315,node,13,,hospital,,,,,60478955,,,,eb596426f5d5407ca177a8c013649c56,,,,,,,2,,7/6/2018 22:47,Hospital,,سامبا,,,,,hospital,
67.05991259,24.90534458,5124262207,node,10,,pharmacy,,,,,52302658,,,,1897357e2785445aabba5a0a9664b044,,,,,,,1,,9/23/2017 12:27,Bantva Medical,,Arshan Arshan,,,,,,
,,396871429,way,10,,hospital,,,,,37098845,,,,d5805302fbd44c61a9ae49e682152d2f,,,,,,,1,,2/9/2016 11:09,Family Planning Hospital,,Sebarga Shozodalaisov,,,,,,
,,509632857,way,13,,hospital,,,Government,,50523458,,,,f282c4b449f14726be97933345a059b0,,,,,,,3,,7/24/2017 10:20,Government Hospital Pacha Kalay,,Azam Hussain,,,,,,
74.31742134,31.55859975,5255461642,node,17,,hospital,,,,,54200920,,,,f4dba0f347534064adefd2b48a963173,,,,,,,1,yes,11/30/2017 10:16,Kazi Hospital,,SAFB13,,,,,hospital,
71.44879092,30.20328297,1921953434,node,10,,hospital,,,,,14440745,,,,a65ea4d63e4e489ba84093513151a79a,,,,,,,2,,12/28/2012 16:28,Haleema Medical Complex,,user_5359,,,,,,
74.33782968,31.42489615,5260103789,node,13,,hospital,,,,,54271841,,,,46248c4ab24c49ceb463b9aab6c5a122,,,,,,,1,,12/2/2017 14:50,Mufaza Tul Hayat Hospital,,SAFB13,,,,,hospital,
68.36294046,25.39226375,1101278044,node,6,,hospital,,,,,6954225,,,,d314a275c99648eebb7ef3746ec6fd47,,,,,,,1,,1/13/2011 6:07,,,sultanbaig,,,,,,
67.07281745,24.84485624,7229396482,node,13,,hospital,,,,,81432557,,,,933395804dd94674bce9d3eede795e63,,,,,,,2,,2/25/2020 3:59,Al- Mustafa Care Hospital,,m ahmed,,,,,hospital,
73.05930547,33.63983754,4942272724,node,10,,pharmacy,,,,,49920395,,,,b05b0ae8ccac46b4a808645a06b03939,,,,,,,1,,6/29/2017 14:01,Chemist,,Jamil arif,,,,,,
73.27446264,36.16190275,3994783457,node,10,,doctors,,,,,37073486,,,,38c073a752de49b0a42ac2726cc6bdf1,,,,,,,1,,2/8/2016 6:59,Dispensary,,Sebarga Shozodalaisov,,,,,,
74.201522,32.18893814,4905664921,node,10,,hospital,,,,,49393865,,,,6a64d8f7efc7411cb2e42c9cd605e875,,,,,,,1,,6/9/2017 10:51,City Hospital,,Imran999,,,,,,
74.37950836,31.57521402,5259838824,node,17,,hospital,,,,,54268410,,,,c6603f85191a47879c3261fcf7acc212,,,,,,,1,yes,12/2/2017 12:46,Shalamar Hospital,,SAFB13,,,,,hospital,
72.85435687,32.93253432,4144378289,node,10,,pharmacy,,,,,38833217,,,,fd0215acbc764ebf963473af07db0565,,,,,,,1,,4/24/2016 13:07,shaheen Pharmacy,,Muhammad Imran Malik,,,,,,
67.02165624,24.81576734,7079980076,node,24,,hospital,Hair_Transplant;surgery;Skin_Clinic;Laser_Hair_Removal;Skin_Whitening_Treatment,,Dr. Masood Ali Rajpar,,78778191,,,,6324f346a26645cead8a5e8cc6c42f64,,,,,,,1,,12/23/2019 14:26,"Laser City Hair Transplant, Aesthetic & Cosmetic Surgery Center",,Laser City,,,,,hospital,private_for_profit
67.10840785,24.81639004,5144939670,node,10,,pharmacy,,,,,52594356,,,,dd83c58e0b034d7c802ffc03eb608ee8,,,,,,,1,,10/3/2017 12:11,Karachi Medical,,Syed Zeeshan Ahmed90,,,,,,
74.33247373,31.54100303,5255279608,node,17,,hospital,,,,,54197862,,,,9fa6d47a07bc48ea999aaec05701f708,,,,,,,1,yes,11/30/2017 7:44,Services Hospital,,SAFB13,,,,,hospital,
67.05997043,24.87254409,5090984180,node,10,,clinic,,,,,54933035,,,,de67213fb8954979bf9cceecc5c0d798,,,,,,,3,,12/26/2017 15:53,Azhar Clinic,,Splasher,,,,,,
73.03434542,33.71989175,4964168702,node,10,,hospital,,,,,50205623,,,,ec9a1a7bdb0e4c809b1c925ed2e77c6c,,,,,,,1,,7/11/2017 16:01,PNS Hafeez - Naval Hospital,,Imran999,,,,,,
